Fecha;Año;Ciudad;Nombre;Apellido;Género;Producto
2021-09-22;2021;La Estrella;Soraya;Rius;Femenino;Waffle
2021-09-22;2021;Medellin;Heriberto;Ángel;Masculino;Bizcopizza
2021-09-22;2021;Itagui;Hilda;Aragón;Femenino;Virtuosa
2021-09-22;2021;Sabaneta;Cecilia;Barreda;Femenino;Fuerte
2021-09-22;2021;Bello;Serafina;Suarez;Femenino;Premium
2021-09-22;2021;Bello;Angélica;Rosell;Femenino;Sánduche
2021-09-22;2021;Sabaneta;Arsenio;Lillo;Masculino;Cupcakes
2021-09-22;2021;Medellin;Evangelina;Belmonte;Femenino;Sánduche
2021-09-22;2021;Envigado;Sabas;Ramos;Masculino;Mecatera
2021-09-22;2021;Medellin;Candelario;Varela;Masculino;Tradicional
2021-09-22;2021;Envigado;Leoncio;Moll;Masculino;Completo
2021-09-22;2021;Sabaneta;Isidro;Gaya;Masculino;Variado
2021-09-22;2021;San Antonio de Prado;Mercedes;Valencia;Femenino;Premium
2021-09-22;2021;Bello;José;Ariza;Femenino;Sánduche
2021-09-22;2021;Itagui;Reyes;Grau;Femenino;Completo
2021-09-22;2021;Medellin;Lina;Pascual;Femenino;Tradicional
2021-09-22;2021;Copacabana;Matías;Jiménez;Masculino;Premium
2021-09-22;2021;Bello;Xavier;Tolosa;Masculino;Sánduche
2021-09-22;2021;Caldas;Gerardo;Villalobos;Masculino;Mini gomas
2021-09-22;2021;Sabaneta;Rosalva;Muñoz;Femenino;Virtuosa
2021-09-22;2021;Bello;Domitila;Nicolás;Femenino;Waffle
2021-09-22;2021;Sabaneta;Jimena;Montoya;Femenino;Sánduche
2021-09-22;2021;Sabaneta;Azahara;Domínguez;Femenino;Sánduche
2021-09-22;2021;Envigado;Telmo;Herranz;Masculino;Sánduche
2021-09-22;2021;Copacabana;Dionisia;Sarmiento;Femenino;Premium
2021-09-22;2021;San Antonio de Prado;Danilo;Seco;Masculino;Premium
2021-09-22;2021;Medellin;Máximo;Polo;Masculino;Bizcopizza
2021-09-22;2021;San Antonio de Prado;Rebeca;Tamarit;Femenino;Waffle
2021-09-22;2021;Medellin;Eli;Garcés;Femenino;Sánduche
2021-09-22;2021;La Estrella;Sabina;Martinez;Femenino;Virtuosa
2021-09-22;2021;La Estrella;Encarnacion;Zapata;Femenino;Variado
2021-09-22;2021;Sabaneta;Adora;Múgica;Femenino;Bizcopizza
2021-09-22;2021;San Antonio de Prado;Luz;Sanabria;Femenino;Variado
2021-09-22;2021;La Estrella;Begoña;Rios;Femenino;Fuerte
2021-09-22;2021;Itagui;Constanza;Hervia;Femenino;Sánduche
2021-09-22;2021;Medellin;María Cristina;Marti;Femenino;Mini gomas
2021-09-22;2021;Medellin;Mercedes;Garay;Femenino;Liviano
2021-09-22;2021;Sabaneta;Salvador;Feliu;Masculino;Virtuosa
2021-09-22;2021;Sabaneta;Olimpia;Piñeiro;Femenino;Virtuosa
2021-09-22;2021;Medellin;Maristela;Nebot;Femenino;Completo
2021-09-22;2021;Itagui;Judith;Peral;Femenino;Kit de emergencia
2021-09-22;2021;Itagui;Isabela;Palomo;Femenino;Variado
2021-09-22;2021;Sabaneta;Reina;Morata;Femenino;Super Box
2021-09-22;2021;Envigado;Venceslás;Macías;Masculino;Choco candy
2021-09-22;2021;Medellin;Gertrudis;Casas;Femenino;Sánduche
2021-09-22;2021;Medellin;Luciana;Menéndez;Femenino;V fresas
2021-09-22;2021;Medellin;Jose Antonio;Rivera;Masculino;Tradicional
2021-09-22;2021;San Antonio de Prado;Cecilio;Villalobos;Masculino;Virtuosa
2021-09-22;2021;Bello;Encarnacion;Arroyo;Femenino;Fuerte
2021-09-22;2021;La Estrella;Beatriz;Vargas;Femenino;Choco candy
2021-09-22;2021;Medellin;Esmeralda;Olmo;Femenino;Sánduche
2021-09-22;2021;Medellin;Reina;Losada;Femenino;Variado
2021-09-22;2021;Itagui;Juliana;Ferrero;Femenino;V fresas
2021-09-22;2021;San Antonio de Prado;Iris;Izquierdo;Femenino;Completo
2021-09-22;2021;Medellin;Rosalinda;Busquets;Femenino;Variado
2021-09-22;2021;Itagui;Telmo;Alfonso;Masculino;Waffle
2021-09-22;2021;Bello;María Luisa;Costa;Femenino;Bizcopizza
2021-09-22;2021;Bello;Fátima;Aroca;Femenino;Sánduche
2021-09-22;2021;Medellin;Cecilio;Gras;Masculino;Premium
2021-09-22;2021;San Antonio de Prado;María Jesús;Barroso;Femenino;Super Box
2021-09-22;2021;Itagui;Haydée;Flor;Femenino;Sánduche
2021-09-22;2021;Bello;Fausto;Roldán;Masculino;Choco box
2021-09-22;2021;Envigado;Primitiva;Gaya;Femenino;Sánduche
2021-09-22;2021;Copacabana;Griselda;Díez;Femenino;Variado
2021-09-22;2021;Bello;Juana;Rivero;Femenino;Kit de emergencia
2021-09-22;2021;Bello;Margarita;Suárez;Femenino;Completo
2021-09-22;2021;Medellin;Adriana;Cazorla;Femenino;Mini gomas
2021-09-22;2021;Bello;Tecla;Alberola;Femenino;Bandeja frutas
2021-09-22;2021;Copacabana;Evangelina;Leal;Femenino;Sánduche
2021-09-22;2021;Medellin;Jordana;Abellán;Femenino;Choco candy
2021-09-22;2021;Copacabana;Joan;Vallejo;Masculino;Variado
2021-09-22;2021;San Antonio de Prado;Tania;Luján;Femenino;Sánduche
2021-09-22;2021;Envigado;Clotilde;Llobet;Femenino;Completo
2021-09-22;2021;Medellin;Clara;Martorell;Femenino;Variado
2021-09-22;2021;Copacabana;Margarita;Torre;Femenino;Sánduche
2021-09-22;2021;Caldas;Mamen;Llorente;Femenino;Fuerte
2021-09-22;2021;Medellin;Xiomara;Planas;Femenino;Choco candy
2021-09-22;2021;Sabaneta;Luisa;Perea;Femenino;Mini gomas
2021-09-22;2021;Bello;Ignacia;Garrido;Femenino;Fuerte
2021-09-22;2021;Copacabana;Cruz;Ballester;Femenino;Sánduche
2021-09-22;2021;Itagui;Clarisa;Bosch;Femenino;Waffle
2021-09-22;2021;Itagui;Humberto;Ávila;Masculino;Liviano
2021-09-22;2021;Medellin;Mamen;Bayo;Femenino;Mecatera
2021-09-22;2021;Copacabana;Blanca;Bermúdez;Femenino;Sánduche
2021-09-22;2021;Envigado;Goyo;Mayol;Masculino;Kit de emergencia
2021-09-22;2021;Medellin;Américo;Cueto;Masculino;Liviano
2021-09-22;2021;Medellin;Luis Miguel;Villaverde;Masculino;Completo
2021-09-22;2021;Caldas;Encarnacion;Manzanares;Femenino;Fuerte
2021-09-22;2021;Bello;Filomena;Báez;Femenino;Virtuosa
2021-09-22;2021;Medellin;Juana;Ruano;Femenino;Variado
2021-09-22;2021;Medellin;Nidia;Guillén;Femenino;Sánduche
2021-09-22;2021;Itagui;Paco;Collado;Masculino;Sánduche
2021-09-22;2021;Envigado;Rosalva;Toledo;Femenino;Waffle
2021-09-22;2021;Medellin;Hector;Reguera;Masculino;Completo
2021-09-22;2021;Bello;Pili;Valbuena;Femenino;Premium
2021-09-22;2021;Caldas;María José;Corral;Femenino;Liviano
2021-09-22;2021;Caldas;Gema;Marquez;Femenino;Variado
2021-09-22;2021;Sabaneta;Loida;Rivas;Femenino;Kit de emergencia
2021-09-22;2021;Caldas;Diana;Nebot;Femenino;V fresas
2021-09-22;2021;La Estrella;Arsenio;Carrión;Masculino;Variado
2021-09-22;2021;Bello;Reyna;Pi;Femenino;Super Box
2021-09-22;2021;Medellin;Macaria;Cortés;Femenino;Sánduche
2021-09-22;2021;Medellin;Ana Belén;Donaire;Femenino;Choco candy
2021-09-22;2021;Sabaneta;Aitana;Salazar;Femenino;Variado
2021-09-22;2021;Caldas;Teodosio;Quiroga;Masculino;Variado
2021-09-22;2021;Itagui;Martin;Cases;Masculino;Bizcopizza
2021-09-22;2021;Itagui;Florencia;Duque;Femenino;Variado
2021-09-22;2021;Caldas;Alejandra;Rubio;Femenino;Choco box
2021-09-22;2021;Itagui;Azeneth;Casal;Femenino;Premium
2021-09-22;2021;Itagui;Soraya;Pera;Femenino;Sánduche
2021-09-22;2021;Medellin;Enrique;Frías;Masculino;Sánduche
2021-09-22;2021;Bello;María Belén;Almagro;Femenino;Fuerte
2021-09-22;2021;Caldas;América;Carvajal;Femenino;Choco box
2021-09-22;2021;Medellin;Eli;Antón;Femenino;Variado
2021-09-22;2021;Medellin;Irma;Roda;Femenino;Variado
2021-09-22;2021;Envigado;Teo;Mateos;Masculino;Bizcopizza
2021-09-22;2021;Medellin;María Pilar;Velasco;Femenino;Virtuosa
2021-09-22;2021;La Estrella;Victoria;Bertrán;Femenino;Liviano
2021-09-22;2021;San Antonio de Prado;Clímaco;Zamorano;Masculino;Variado
2021-09-22;2021;La Estrella;Cleto;Montserrat;Masculino;Tradicional
2021-09-22;2021;Copacabana;Alex;Tello;Masculino;Bandeja fresas
2021-09-22;2021;Sabaneta;Encarnación;Moliner;Femenino;Virtuosa
2021-09-22;2021;Medellin;Armida;Maza;Femenino;Super Box
2021-09-22;2021;Medellin;Ámbar;Ledesma;Femenino;Waffle
2021-09-22;2021;Medellin;Pío;Alemany;Masculino;Fuerte
2021-09-22;2021;Medellin;Vinicio;Sanmartín;Masculino;Tradicional
2021-09-22;2021;Medellin;Obdulia;Chaves;Femenino;Liviano
2021-09-22;2021;Sabaneta;Felipe;Alfaro;Masculino;Completo
2021-09-22;2021;San Antonio de Prado;Eleuterio;Urrutia;Masculino;Virtuosa
2021-09-22;2021;Bello;Régulo;Santana;Masculino;Completo
2021-09-22;2021;Sabaneta;Loreto;Río;Masculino;Choco candy
2021-09-22;2021;Envigado;Roque;Rey;Masculino;Bizcopizza
2021-09-22;2021;Medellin;Esther;Almeida;Femenino;Completo
2021-09-22;2021;Bello;Nilda;Ferrando;Femenino;Variado
2021-09-22;2021;Medellin;Martirio;Gimenez;Femenino;Cupcakes
2021-09-22;2021;La Estrella;Carlito;Murcia;Masculino;Completo
2021-09-22;2021;Bello;Sabina;Amador;Femenino;Mini gomas
2021-09-22;2021;La Estrella;Mohamed;Boix;Masculino;Variado
2021-09-22;2021;Medellin;Purificación;Torrents;Femenino;Tradicional
2021-09-22;2021;Itagui;Araceli;Peñalver;Femenino;Virtuosa
2021-09-22;2021;La Estrella;Clementina;Berenguer;Femenino;Virtuosa
2021-09-22;2021;Medellin;Selena;Martínez;Femenino;Variado
2021-09-22;2021;Itagui;María Ángeles;Sanchez;Femenino;Choco candy
2021-09-22;2021;Medellin;Adora;Pinedo;Femenino;Variado
2021-09-22;2021;Sabaneta;Ibán;Córdoba;Masculino;Completo
2021-09-22;2021;Medellin;Rita;Arce;Femenino;Sánduche
2021-09-22;2021;Bello;Pastor;Carvajal;Masculino;Bizcopizza
2021-09-22;2021;Medellin;Brunilda;Verdejo;Femenino;Virtuosa
2021-09-22;2021;Medellin;Hermenegildo;Morata;Masculino;V gomas
2021-09-22;2021;Bello;Primitivo;Abellán;Masculino;Virtuosa
2021-09-22;2021;La Estrella;Chus;Torrens;Femenino;Variado
2021-09-22;2021;Envigado;Nieves;Cuevas;Femenino;Waffle
2021-09-22;2021;Sabaneta;Jose Carlos;Toledo;Masculino;Choco candy
2021-09-22;2021;Medellin;José Ángel;Torralba;Masculino;Variado
2021-09-22;2021;Medellin;Delfina;Verdú;Femenino;Super Box
2021-09-22;2021;Medellin;Marcelo;Franco;Masculino;Variado
2021-09-22;2021;San Antonio de Prado;Ester;Calderón;Femenino;Kit de emergencia
2021-09-22;2021;La Estrella;Feliciano;Sevilla;Masculino;Bandeja frutas
2021-10-22;2021;Envigado;José Antonio;Múgica;Masculino;Variado
2021-10-22;2021;Caldas;Juan Luis;Cordero;Masculino;Liviano
2021-10-22;2021;Itagui;Febe;Priego;Femenino;Completo
2021-10-22;2021;Medellin;Micaela;Barbero;Femenino;Waffle
2021-10-22;2021;San Antonio de Prado;Lorenza;Nuñez;Femenino;Cupcakes
2021-10-22;2021;Bello;Maite;Alcázar;Femenino;Bizcopizza
2021-10-22;2021;Envigado;Olivia;Batlle;Femenino;Kit de emergencia
2021-10-22;2021;Sabaneta;Pelayo;Iñiguez;Masculino;Bandeja fresas
2021-10-22;2021;San Antonio de Prado;Candela;Rueda;Femenino;Sánduche
2021-10-22;2021;Sabaneta;Ana;Barral;Femenino;Completo
2021-10-22;2021;Medellin;Guillermo;Elías;Masculino;Virtuosa
2021-10-22;2021;Itagui;Rocío;Carranza;Femenino;Bizcopizza
2021-10-22;2021;Medellin;Guiomar;Alegria;Femenino;Cerv box
2021-10-22;2021;Medellin;Manu;Real;Femenino;Sánduche
2021-10-22;2021;Medellin;Mayte;Sarabia;Femenino;Variado
2021-10-22;2021;Envigado;Rosario;Galindo;Femenino;Bizcopizza
2021-10-22;2021;Medellin;Juan Pablo;Valero;Masculino;Tradicional
2021-10-22;2021;San Antonio de Prado;Teófilo;Baños;Masculino;Premium
2021-10-22;2021;Medellin;Corona;Piquer;Femenino;Bizcopizza
2021-10-22;2021;Envigado;Valerio;Montesinos;Masculino;Sánduche
2021-10-22;2021;Copacabana;Aitor;Casado;Masculino;Variado
2021-10-22;2021;Bello;Nerea;Goicoechea;Femenino;V gomas
2021-10-22;2021;Copacabana;Toni;Linares;Masculino;Sánduche
2021-10-22;2021;Medellin;María José;Bosch;Femenino;Sánduche
2021-10-22;2021;San Antonio de Prado;Eric;Dávila;Masculino;Variado
2021-10-22;2021;La Estrella;Manola;Huguet;Femenino;Sánduche
2021-10-22;2021;Sabaneta;Teo;Asenjo;Masculino;Liviano
2021-10-22;2021;Bello;Griselda;Arco;Femenino;Virtuosa
2021-10-22;2021;Caldas;Daniel;Quesada;Masculino;Completo
2021-10-22;2021;Medellin;Manuela;Jurado;Femenino;Completo
2021-10-22;2021;Itagui;Socorro;Carvajal;Femenino;Bizcopizza
2021-10-22;2021;Medellin;Esmeralda;Juárez;Femenino;Choco candy
2021-10-22;2021;Caldas;Pía;Porras;Femenino;Completo
2021-10-22;2021;Sabaneta;Jennifer;Almazán;Femenino;Super Box
2021-10-22;2021;La Estrella;Leoncio;Gámez;Masculino;Cupcakes
2021-10-22;2021;Sabaneta;Judith;Iglesia;Femenino;Bizcopizza
2021-10-22;2021;Medellin;Bienvenida;Mateo;Femenino;Sánduche
2021-10-22;2021;Medellin;Amparo;Valera;Femenino;Virtuosa
2021-10-22;2021;Copacabana;Amelia;Monreal;Femenino;Bizcopizza
2021-10-22;2021;San Antonio de Prado;Javier;Martí;Masculino;Virtuosa
2021-10-22;2021;Sabaneta;Flor;León;Femenino;Variado
2021-10-22;2021;Caldas;Juan Carlos;Fuster;Masculino;Tradicional
2021-10-22;2021;Medellin;Bautista;Abellán;Masculino;Tradicional
2021-10-22;2021;Medellin;Albina;Zamorano;Femenino;Bizcopizza
2021-10-22;2021;Medellin;Leire;Pinto;Femenino;Premium
2021-10-22;2021;San Antonio de Prado;Zacarías;Haro;Masculino;Bizcopizza
2021-10-22;2021;Envigado;Juanita;Moll;Femenino;Variado
2021-10-22;2021;Sabaneta;Viviana;Daza;Femenino;Variado
2021-10-22;2021;Medellin;Georgina;Alsina;Femenino;Sánduche
2021-10-22;2021;La Estrella;Emiliana;Corominas;Femenino;Completo
2021-10-22;2021;Medellin;Paz;Roura;Femenino;Virtuosa
2021-10-22;2021;San Antonio de Prado;Yéssica;Arregui;Femenino;Completo
2021-10-22;2021;Sabaneta;Santos;Carreras;Masculino;Premium
2021-10-22;2021;Bello;María Manuela;Revilla;Femenino;Sánduche
2021-10-22;2021;Sabaneta;Pancho;Cañellas;Masculino;Tradicional
2021-10-22;2021;Sabaneta;Adrián;Quesada;Masculino;Virtuosa
2021-10-22;2021;Medellin;Clotilde;Santamaría;Femenino;Variado
2021-10-22;2021;Itagui;Maristela;Ariño;Femenino;Sánduche
2021-10-22;2021;Bello;Jose Miguel;Checa;Masculino;Completo
2021-10-22;2021;Bello;Marcos;Plana;Masculino;Completo
2021-10-22;2021;Envigado;Jovita;Vives;Femenino;Virtuosa
2021-10-22;2021;Bello;Dalila;Jódar;Femenino;Variado
2021-10-22;2021;Bello;Violeta;Artigas;Femenino;Sánduche
2021-10-22;2021;Bello;Domingo;Badía;Masculino;Sánduche
2021-10-22;2021;Medellin;Rosenda;Daza;Femenino;Waffle
2021-10-22;2021;Bello;Alcides;Daza;Masculino;Bizcopizza
2021-10-22;2021;Sabaneta;Araceli;Cisneros;Femenino;Bandeja fresas
2021-10-22;2021;Caldas;Casandra;Alvarez;Femenino;Bizcopizza
2021-10-22;2021;Sabaneta;Aránzazu;Figueras;Femenino;Bizcopizza
2021-10-22;2021;Bello;Paula;Fuertes;Femenino;Liviano
2021-10-22;2021;Medellin;Natanael;Peñas;Masculino;Sánduche
2021-10-22;2021;La Estrella;Victor Manuel;Bastida;Masculino;Variado
2021-10-22;2021;Medellin;Alcides;Alba;Masculino;Bizcopizza
2021-10-22;2021;Medellin;Sosimo;Caballero;Masculino;Sánduche
2021-10-22;2021;Bello;Juanita;Saez;Femenino;Fuerte
2021-10-22;2021;Itagui;Eulalia;Alfonso;Femenino;Variado
2021-10-22;2021;Copacabana;Salomé;Perales;Femenino;Fuerte
2021-10-22;2021;Envigado;Fito;Hierro;Masculino;Cupcakes
2021-10-22;2021;Bello;Graciana;Marqués;Femenino;Bizcopizza
2021-10-22;2021;San Antonio de Prado;Jimena;Baquero;Femenino;Liviano
2021-10-22;2021;Itagui;María Dolores;Marcos;Femenino;Completo
2021-10-22;2021;Bello;Iker;Cases;Masculino;Completo
2021-10-22;2021;Medellin;Fernando;Berenguer;Masculino;Tradicional
2021-10-22;2021;Medellin;Emiliano;Vaquero;Masculino;Variado
2021-10-22;2021;Bello;Chus;Robledo;Femenino;Bandeja fresas
2021-10-22;2021;Copacabana;Angelita;Cervantes;Femenino;Completo
2021-10-22;2021;Medellin;Ricardo;Armengol;Masculino;Fuerte
2021-10-22;2021;San Antonio de Prado;Javier;Frutos;Masculino;Sánduche
2021-10-22;2021;Envigado;Modesta;Mayoral;Femenino;Variado
2021-10-22;2021;Caldas;Margarita;Tudela;Femenino;Bizcopizza
2021-10-22;2021;La Estrella;Luis Miguel;Sierra;Masculino;Choco candy
2021-10-22;2021;Medellin;Javier;Narváez;Masculino;Bizcopizza
2021-10-22;2021;Sabaneta;Soraya;Miralles;Femenino;Tradicional
2021-10-22;2021;La Estrella;Cosme;Reig;Masculino;Sánduche
2021-10-22;2021;Itagui;Valentina;Crespi;Femenino;Waffle
2021-10-22;2021;Bello;Remedios;Criado;Femenino;Variado
2021-10-22;2021;Copacabana;Nydia;Chamorro;Femenino;Bizcopizza
2021-10-22;2021;San Antonio de Prado;Evita;Diez;Femenino;Sánduche
2021-10-22;2021;Medellin;Hilda;Coll;Femenino;Bizcopizza
2021-10-22;2021;Sabaneta;Ana;Palacios;Femenino;Completo
2021-10-22;2021;Medellin;Jenaro;Plaza;Masculino;Virtuosa
2021-10-22;2021;Bello;Raquel;Vallés;Femenino;Bizcopizza
2021-10-22;2021;Bello;Benigna;Fuster;Femenino;Tradicional
2021-10-22;2021;La Estrella;Saturnina;Alcolea;Femenino;Waffle
2021-10-22;2021;San Antonio de Prado;Vera;Cózar;Femenino;Kit de emergencia
2021-10-22;2021;Medellin;Darío;Saura;Masculino;Sánduche
2021-10-22;2021;Itagui;Marisa;Yáñez;Femenino;Waffle
2021-10-22;2021;Medellin;Reynaldo;Guerra;Masculino;Bizcopizza
2021-10-22;2021;Medellin;Edmundo;Marín;Masculino;Completo
2021-10-22;2021;Sabaneta;Agustina;Ariño;Femenino;V gomas
2021-10-22;2021;Sabaneta;Olimpia;Campoy;Femenino;Waffle
2021-10-22;2021;La Estrella;Ruperta;Zabaleta;Femenino;Super Box
2021-10-22;2021;San Antonio de Prado;Guadalupe;Badía;Masculino;Super Box
2021-10-22;2021;Envigado;Perlita;Costa;Femenino;Premium
2021-10-22;2021;Bello;Consuelo;Viñas;Femenino;Variado
2021-10-22;2021;San Antonio de Prado;Paloma;Céspedes;Femenino;Liviano
2021-10-22;2021;Sabaneta;Áurea;Gallart;Femenino;V gomas
2021-10-22;2021;Medellin;Agustina;Chacón;Femenino;Sánduche
2021-10-22;2021;Caldas;Juan Manuel;Osorio;Masculino;Premium
2021-10-22;2021;Medellin;Juan Antonio;Echeverría;Masculino;Sánduche
2021-10-22;2021;Medellin;Encarnación;Trujillo;Femenino;Completo
2021-10-22;2021;Medellin;Amor;Barba;Masculino;Bizcopizza
2021-10-22;2021;San Antonio de Prado;Rosalva;Vilanova;Femenino;Tradicional
2021-10-22;2021;Copacabana;Manu;Arteaga;Masculino;Liviano
2021-10-22;2021;San Antonio de Prado;Jaime;Jordán;Masculino;Bandeja frutas
2021-10-22;2021;Sabaneta;Hugo;Zabaleta;Masculino;Bizcopizza
2021-10-22;2021;Itagui;Esmeralda;Sobrino;Femenino;Bizcopizza
2021-10-22;2021;Medellin;Ignacia;Mendez;Femenino;Bizcopizza
2021-10-22;2021;Copacabana;José Antonio;Pérez;Masculino;Mini gomas
2021-10-22;2021;Medellin;Sandra;Simó;Femenino;Cerv box
2021-10-22;2021;Itagui;Alejo;Falcón;Masculino;Cupcakes
2021-10-22;2021;Caldas;Ofelia;Sastre;Femenino;V gomas
2021-10-22;2021;La Estrella;Ignacia;Castelló;Femenino;Sánduche
2021-10-22;2021;Envigado;Adelina;Casanovas;Femenino;Virtuosa
2021-10-22;2021;Bello;Maristela;Machado;Femenino;Bizcopizza
2021-10-22;2021;Medellin;Florinda;Aramburu;Femenino;Choco candy
2021-10-22;2021;Itagui;Marita;Cortes;Femenino;Variado
2021-10-22;2021;Copacabana;Lorena;Sedano;Femenino;Variado
2021-10-22;2021;Envigado;Inocencio;Carvajal;Masculino;Super Box
2021-10-22;2021;Envigado;Paulino;Ledesma;Masculino;Completo
2021-10-22;2021;Copacabana;Melania;Palomo;Femenino;Bizcopizza
2021-10-22;2021;La Estrella;Luisa;Bautista;Femenino;Sánduche
2021-10-22;2021;Itagui;Jose Ignacio;Lladó;Masculino;Choco box
2021-10-22;2021;Bello;Jose Luis;Rodriguez;Masculino;Completo
2021-10-22;2021;Itagui;Santos;Vilanova;Masculino;Sánduche
2021-10-22;2021;Medellin;Caridad;Echevarría;Femenino;Variado
2021-10-22;2021;Itagui;Ángela;Moreno;Femenino;Virtuosa
2021-10-22;2021;Medellin;Dominga;Echeverría;Femenino;Variado
2021-10-22;2021;Medellin;Jaime;Busquets;Masculino;Premium
2021-10-22;2021;Medellin;Cruz;Alfaro;Femenino;Cupcakes
2021-10-22;2021;Bello;Tadeo;Iborra;Masculino;Virtuosa
2021-10-22;2021;Medellin;Édgar;Ropero;Masculino;Sánduche
2021-10-22;2021;La Estrella;Hilda;Saavedra;Femenino;Bizcopizza
2021-10-22;2021;Copacabana;Nydia;Pol;Femenino;Sánduche
2021-10-22;2021;Envigado;Sarita;Tamarit;Femenino;Virtuosa
2021-10-22;2021;Itagui;Rosalva;Fonseca;Femenino;Sánduche
2021-10-22;2021;Medellin;Paola;Duarte;Femenino;Sánduche
2021-10-22;2021;Medellin;Pilar;Tapia;Femenino;Bizcopizza
2021-10-22;2021;Bello;Claudia;Arrieta;Femenino;Tradicional
2021-10-22;2021;Medellin;Candela;Fabra;Femenino;Sánduche
2021-10-22;2021;Itagui;Isaac;Zamora;Masculino;Sánduche
2021-10-22;2021;Bello;Angelita;Folch;Femenino;Choco candy
2021-10-22;2021;La Estrella;Paula;Pont;Femenino;Bizcopizza
2021-10-22;2021;Copacabana;Ruperto;Lerma;Masculino;Liviano
2021-10-22;2021;Itagui;Gabriel;Anglada;Masculino;Virtuosa
2021-10-22;2021;La Estrella;Dorotea;Naranjo;Femenino;Choco box
2021-10-22;2021;Medellin;Edmundo;Sanmartín;Masculino;Virtuosa
2021-10-22;2021;Sabaneta;Xavier;Pinedo;Masculino;Sánduche
2021-10-22;2021;Medellin;Paloma;Huguet;Femenino;Sánduche
2021-10-22;2021;Medellin;Dora;Castillo;Femenino;Virtuosa
2021-10-22;2021;Medellin;Cloe;Alegre;Femenino;Bizcopizza
2021-10-22;2021;Sabaneta;Cristina;Jaén;Femenino;Mini gomas
2021-10-22;2021;La Estrella;Calixta;Rocha;Femenino;Choco candy
2021-10-22;2021;Bello;Micaela;Abad;Femenino;Sánduche
2021-10-22;2021;Copacabana;Berto;Franco;Masculino;Completo
2021-10-22;2021;San Antonio de Prado;Asunción;Abascal;Femenino;Liviano
2021-10-22;2021;Bello;Adora;Chacón;Femenino;Waffle
2021-10-22;2021;Envigado;Melchor;Lluch;Masculino;Sánduche
2021-10-22;2021;Medellin;Jimena;Barriga;Femenino;Variado
2021-10-22;2021;Copacabana;Apolonia;Carbajo;Femenino;Completo
2021-10-22;2021;Sabaneta;Esperanza;Alvarado;Femenino;Bizcopizza
2021-10-22;2021;La Estrella;Joaquín;Valenciano;Masculino;Liviano
2021-10-22;2021;La Estrella;Darío;Luís;Masculino;Virtuosa
2021-10-22;2021;Itagui;Benita;Aguilera;Femenino;Liviano
2021-10-22;2021;Bello;Javier;Lillo;Masculino;Waffle
2021-10-22;2021;Sabaneta;Delfina;Nicolau;Femenino;Virtuosa
2021-10-22;2021;San Antonio de Prado;Moreno;Millán;Masculino;Super Box
2021-10-22;2021;Bello;Berta;Marí;Femenino;V gomas
2021-10-22;2021;Medellin;Sol;Feijoo;Femenino;Sánduche
2021-10-22;2021;Sabaneta;Francisco;Gilabert;Masculino;Fuerte
2021-10-22;2021;Medellin;Ernesto;Almansa;Masculino;Variado
2021-10-22;2021;Itagui;Marisa;Salcedo;Femenino;Completo
2021-10-22;2021;Medellin;Eufemia;Medina;Femenino;Cupcakes
2021-10-22;2021;Itagui;Fanny;Nebot;Femenino;Variado
2021-10-22;2021;Medellin;Piedad;Berenguer;Femenino;Bizcopizza
2021-10-22;2021;Medellin;René;Pedrosa;Masculino;Tradicional
2021-10-22;2021;Bello;Asunción;Elías;Femenino;Premium
2021-10-22;2021;Bello;Evangelina;Pomares;Femenino;Choco candy
2021-10-22;2021;La Estrella;Nuria;Lasa;Femenino;Sánduche
2021-10-22;2021;Itagui;Etelvina;Heras;Femenino;Choco candy
2021-10-22;2021;Medellin;Artemio;Narváez;Masculino;Premium
2021-10-22;2021;San Antonio de Prado;Virginia;Saez;Femenino;Premium
2021-10-22;2021;Medellin;Susana;Gámez;Femenino;Variado
2021-10-22;2021;Medellin;Natalia;Borrás;Femenino;Sánduche
2021-10-22;2021;San Antonio de Prado;Carlos;Gascón;Masculino;Liviano
2021-10-22;2021;Medellin;Teófila;Querol;Femenino;Fuerte
2021-10-22;2021;Sabaneta;Elvira;Miralles;Femenino;Super Box
2021-10-22;2021;Copacabana;Joaquina;Pozuelo;Femenino;Premium
2021-10-22;2021;Sabaneta;Odalys;Bastida;Femenino;Kit de emergencia
2021-10-22;2021;Medellin;Eusebia;Valderrama;Femenino;Variado
2021-10-22;2021;Bello;Juana;Trujillo;Femenino;Variado
2021-10-22;2021;Medellin;Eligio;Quintero;Masculino;V gomas
2021-10-22;2021;San Antonio de Prado;Guiomar;Huguet;Masculino;Virtuosa
2021-10-22;2021;Sabaneta;Eli;Julián;Femenino;Bizcopizza
2021-10-22;2021;Bello;Beatriz;Salcedo;Femenino;Sánduche
2021-10-22;2021;San Antonio de Prado;Ramona;Alonso;Femenino;Mini gomas
2021-10-22;2021;Envigado;Pili;Amador;Femenino;Bizcopizza
2021-10-22;2021;Copacabana;Jose Ignacio;Rico;Masculino;Sánduche
2021-10-22;2021;Medellin;Amaya;Villanueva;Femenino;Mini gomas
2021-10-22;2021;Itagui;Belén;Arce;Femenino;Sánduche
2021-10-22;2021;Medellin;Catalina;Cases;Femenino;Super Box
2021-10-22;2021;Envigado;Ismael;Márquez;Masculino;Sánduche
2021-10-22;2021;Caldas;Morena;Soriano;Femenino;Virtuosa
